instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,base_asset,quote_asset
GRTETH,GRTETH,GRTETH,GRT/ETH,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,GRT,ETH
GRTEUR,GRTEUR,GRTEUR,GRT/EUR,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,GRT,EUR
GRTFDUSD,GRTFDUSD,GRTFDUSD,GRT/FDUSD,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,GRT,FDUSD
GRTTRY,GRTTRY,GRTTRY,GRT/TRY,0.0,,0.0,0.001,1.0,EQ,CRYPTO,BINANCE,GRT,TRY
GRTUSDT,GRTUSDT,GRTUSDT,GRT/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,GRT,USDT
GTCUSDT,GTCUSDT,GTCUSDT,GTC/USDT,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,GTC,USDT
GTRY,GTRY,GTRY,G/TRY,0.0,,0.0,0.001,1.0,EQ,CRYPTO,BINANCE,G,TRY
GUNBNB,GUNBNB,GUNBNB,GUN/BNB,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,GUN,BNB
GUNFDUSD,GUNFDUSD,GUNFDUSD,GUN/FDUSD,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,GUN,FDUSD
GUNTRY,GUNTRY,GUNTRY,GUN/TRY,0.0,,0.0,0.001,1.0,EQ,CRYPTO,BINANCE,GUN,TRY
GUNUSDC,GUNUSDC,GUNUSDC,GUN/USDC,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,GUN,USDC
GUNUSDT,GUNUSDT,GUNUSDT,GUN/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,GUN,USDT
GUSDT,GUSDT,GUSDT,G/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,G,USDT
HAEDALBNB,HAEDALBNB,HAEDALBNB,HAEDAL/BNB,0.0,,0.0,1e-07,0.1,EQ,CRYPTO,BINANCE,HAEDAL,BNB
HAEDALFDUSD,HAEDALFDUSD,HAEDALFDUSD,HAEDAL/FDUSD,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,HAEDAL,FDUSD
HAEDALTRY,HAEDALTRY,HAEDALTRY,HAEDAL/TRY,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,HAEDAL,TRY
HAEDALUSDC,HAEDALUSDC,HAEDALUSDC,HAEDAL/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,HAEDAL,USDC
HAEDALUSDT,HAEDALUSDT,HAEDALUSDT,HAEDAL/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,HAEDAL,USDT
HBARBNB,HBARBNB,HBARBNB,HBAR/BNB,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,HBAR,BNB
HBARBTC,HBARBTC,HBARBTC,HBAR/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,HBAR,BTC
HBARFDUSD,HBARFDUSD,HBARFDUSD,HBAR/FDUSD,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,HBAR,FDUSD
HBARTRY,HBARTRY,HBARTRY,HBAR/TRY,0.0,,0.0,0.001,1.0,EQ,CRYPTO,BINANCE,HBAR,TRY
HBARUSDC,HBARUSDC,HBARUSDC,HBAR/USDC,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,HBAR,USDC
HBARUSDT,HBARUSDT,HBARUSDT,HBAR/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,HBAR,USDT
HEIBTC,HEIBTC,HEIBTC,HEI/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,HEI,BTC
HEIUSDC,HEIUSDC,HEIUSDC,HEI/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,HEI,USDC
HEIUSDT,HEIUSDT,HEIUSDT,HEI/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,HEI,USDT
HFTBTC,HFTBTC,HFTBTC,HFT/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,HFT,BTC
HFTUSDT,HFTUSDT,HFTUSDT,HFT/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,HFT,USDT
HIFIUSDT,HIFIUSDT,HIFIUSDT,HIFI/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,HIFI,USDT
HIGHTRY,HIGHTRY,HIGHTRY,HIGH/TRY,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,HIGH,TRY
HIGHUSDT,HIGHUSDT,HIGHUSDT,HIGH/USDT,0.0,,0.0,0.001,0.001,EQ,CRYPTO,BINANCE,HIGH,USDT
HIVEBTC,HIVEBTC,HIVEBTC,HIVE/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,HIVE,BTC
HIVEFDUSD,HIVEFDUSD,HIVEFDUSD,HIVE/FDUSD,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,HIVE,FDUSD
HIVETRY,HIVETRY,HIVETRY,HIVE/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,HIVE,TRY
HIVEUSDC,HIVEUSDC,HIVEUSDC,HIVE/USDC,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,HIVE,USDC
HIVEUSDT,HIVEUSDT,HIVEUSDT,HIVE/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,HIVE,USDT
HMSTRFDUSD,HMSTRFDUSD,HMSTRFDUSD,HMSTR/FDUSD,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,HMSTR,FDUSD
HMSTRTRY,HMSTRTRY,HMSTRTRY,HMSTR/TRY,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,HMSTR,TRY
HMSTRUSDC,HMSTRUSDC,HMSTRUSDC,HMSTR/USDC,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,HMSTR,USDC
HMSTRUSDT,HMSTRUSDT,HMSTRUSDT,HMSTR/USDT,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,HMSTR,USDT
HOMEBNB,HOMEBNB,HOMEBNB,HOME/BNB,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,HOME,BNB
HOMEFDUSD,HOMEFDUSD,HOMEFDUSD,HOME/FDUSD,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,HOME,FDUSD
HOMETRY,HOMETRY,HOMETRY,HOME/TRY,0.0,,0.0,0.001,1.0,EQ,CRYPTO,BINANCE,HOME,TRY
HOMEUSDC,HOMEUSDC,HOMEUSDC,HOME/USDC,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,HOME,USDC
HOMEUSDT,HOMEUSDT,HOMEUSDT,HOME/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,HOME,USDT
HOOKUSDT,HOOKUSDT,HOOKUSDT,HOOK/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,HOOK,USDT
HOTETH,HOTETH,HOTETH,HOT/ETH,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,HOT,ETH
HOTTRY,HOTTRY,HOTTRY,HOT/TRY,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,HOT,TRY
HOTUSDT,HOTUSDT,HOTUSDT,HOT/USDT,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,HOT,USDT
HUMABNB,HUMABNB,HUMABNB,HUMA/BNB,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,HUMA,BNB
HUMAFDUSD,HUMAFDUSD,HUMAFDUSD,HUMA/FDUSD,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,HUMA,FDUSD
HUMATRY,HUMATRY,HUMATRY,HUMA/TRY,0.0,,0.0,0.001,1.0,EQ,CRYPTO,BINANCE,HUMA,TRY
HUMAUSDC,HUMAUSDC,HUMAUSDC,HUMA/USDC,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,HUMA,USDC
HUMAUSDT,HUMAUSDT,HUMAUSDT,HUMA/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,HUMA,USDT
HYPERBNB,HYPERBNB,HYPERBNB,HYPER/BNB,0.0,,0.0,1e-07,0.1,EQ,CRYPTO,BINANCE,HYPER,BNB
HYPERFDUSD,HYPERFDUSD,HYPERFDUSD,HYPER/FDUSD,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,HYPER,FDUSD
HYPERTRY,HYPERTRY,HYPERTRY,HYPER/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,HYPER,TRY
HYPERUSDC,HYPERUSDC,HYPERUSDC,HYPER/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,HYPER,USDC
HYPERUSDT,HYPERUSDT,HYPERUSDT,HYPER/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,HYPER,USDT
ICPBTC,ICPBTC,ICPBTC,ICP/BTC,0.0,,0.0,1e-07,0.01,EQ,CRYPTO,BINANCE,ICP,BTC
ICPETH,ICPETH,ICPETH,ICP/ETH,0.0,,0.0,1e-06,0.001,EQ,CRYPTO,BINANCE,ICP,ETH
ICPEUR,ICPEUR,ICPEUR,ICP/EUR,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,ICP,EUR
ICPFDUSD,ICPFDUSD,ICPFDUSD,ICP/FDUSD,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,ICP,FDUSD
ICPTRY,ICPTRY,ICPTRY,ICP/TRY,0.0,,0.0,0.1,0.001,EQ,CRYPTO,BINANCE,ICP,TRY
ICPUSDC,ICPUSDC,ICPUSDC,ICP/USDC,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,ICP,USDC
ICPUSDT,ICPUSDT,ICPUSDT,ICP/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,ICP,USDT
ICXBTC,ICXBTC,ICXBTC,ICX/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,ICX,BTC
ICXUSDT,ICXUSDT,ICXUSDT,ICX/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,ICX,USDT
IDBTC,IDBTC,IDBTC,ID/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,ID,BTC
IDEXUSDC,IDEXUSDC,IDEXUSDC,IDEX/USDC,0.0,,0.0,1e-05,0.1,EQ,CRYPTO,BINANCE,IDEX,USDC
IDEXUSDT,IDEXUSDT,IDEXUSDT,IDEX/USDT,0.0,,0.0,1e-05,0.1,EQ,CRYPTO,BINANCE,IDEX,USDT
IDTRY,IDTRY,IDTRY,ID/TRY,0.0,,0.0,0.01,1.0,EQ,CRYPTO,BINANCE,ID,TRY
IDUSDT,IDUSDT,IDUSDT,ID/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,ID,USDT
ILVBTC,ILVBTC,ILVBTC,ILV/BTC,0.0,,0.0,1e-06,0.001,EQ,CRYPTO,BINANCE,ILV,BTC
ILVUSDT,ILVUSDT,ILVUSDT,ILV/USDT,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,ILV,USDT
IMXBTC,IMXBTC,IMXBTC,IMX/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,IMX,BTC
IMXUSDT,IMXUSDT,IMXUSDT,IMX/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,IMX,USDT
INITBNB,INITBNB,INITBNB,INIT/BNB,0.0,,0.0,1e-06,0.1,EQ,CRYPTO,BINANCE,INIT,BNB
INITFDUSD,INITFDUSD,INITFDUSD,INIT/FDUSD,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,INIT,FDUSD
INITTRY,INITTRY,INITTRY,INIT/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,INIT,TRY
INITUSDC,INITUSDC,INITUSDC,INIT/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,INIT,USDC
INITUSDT,INITUSDT,INITUSDT,INIT/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,INIT,USDT
INJBNB,INJBNB,INJBNB,INJ/BNB,0.0,,0.0,1e-05,0.01,EQ,CRYPTO,BINANCE,INJ,BNB
INJBTC,INJBTC,INJBTC,INJ/BTC,0.0,,0.0,1e-07,0.01,EQ,CRYPTO,BINANCE,INJ,BTC
INJETH,INJETH,INJETH,INJ/ETH,0.0,,0.0,1e-06,0.01,EQ,CRYPTO,BINANCE,INJ,ETH
INJFDUSD,INJFDUSD,INJFDUSD,INJ/FDUSD,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,INJ,FDUSD
INJTRY,INJTRY,INJTRY,INJ/TRY,0.0,,0.0,0.1,0.01,EQ,CRYPTO,BINANCE,INJ,TRY
INJUSDC,INJUSDC,INJUSDC,INJ/USDC,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,INJ,USDC
INJUSDT,INJUSDT,INJUSDT,INJ/USDT,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,INJ,USDT
IOBNB,IOBNB,IOBNB,IO/BNB,0.0,,0.0,1e-06,0.01,EQ,CRYPTO,BINANCE,IO,BNB
IOBTC,IOBTC,IOBTC,IO/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,IO,BTC
IOFDUSD,IOFDUSD,IOFDUSD,IO/FDUSD,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,IO,FDUSD
IOSTUSDT,IOSTUSDT,IOSTUSDT,IOST/USDT,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,IOST,USDT
IOTABTC,IOTABTC,IOTABTC,IOTA/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,IOTA,BTC
IOTAETH,IOTAETH,IOTAETH,IOTA/ETH,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,IOTA,ETH
IOTATRY,IOTATRY,IOTATRY,IOTA/TRY,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,IOTA,TRY
IOTAUSDC,IOTAUSDC,IOTAUSDC,IOTA/USDC,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,IOTA,USDC
IOTAUSDT,IOTAUSDT,IOTAUSDT,IOTA/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,IOTA,USDT
IOTRY,IOTRY,IOTRY,IO/TRY,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,IO,TRY
IOTXBTC,IOTXBTC,IOTXBTC,IOTX/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,IOTX,BTC
IOTXETH,IOTXETH,IOTXETH,IOTX/ETH,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,IOTX,ETH
IOTXJPY,IOTXJPY,IOTXJPY,IOTX/JPY,0.0,,0.0,0.001,1.0,EQ,CRYPTO,BINANCE,IOTX,JPY
IOTXUSDT,IOTXUSDT,IOTXUSDT,IOTX/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,IOTX,USDT
IOUSDC,IOUSDC,IOUSDC,IO/USDC,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,IO,USDC
IOUSDT,IOUSDT,IOUSDT,IO/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,IO,USDT
IQUSDT,IQUSDT,IQUSDT,IQ/USDT,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,IQ,USDT
JASMYTRY,JASMYTRY,JASMYTRY,JASMY/TRY,0.0,,0.0,0.001,1.0,EQ,CRYPTO,BINANCE,JASMY,TRY
JASMYUSDT,JASMYUSDT,JASMYUSDT,JASMY/USDT,0.0,,0.0,1e-05,0.1,EQ,CRYPTO,BINANCE,JASMY,USDT
JOEBTC,JOEBTC,JOEBTC,JOE/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,JOE,BTC
JOEUSDT,JOEUSDT,JOEUSDT,JOE/USDT,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,JOE,USDT
JSTBTC,JSTBTC,JSTBTC,JST/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,JST,BTC
JSTUSDT,JSTUSDT,JSTUSDT,JST/USDT,0.0,,0.0,1e-05,0.1,EQ,CRYPTO,BINANCE,JST,USDT
JTOFDUSD,JTOFDUSD,JTOFDUSD,JTO/FDUSD,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,JTO,FDUSD
JTOTRY,JTOTRY,JTOTRY,JTO/TRY,0.0,,0.0,0.1,0.1,EQ,CRYPTO,BINANCE,JTO,TRY
JTOUSDC,JTOUSDC,JTOUSDC,JTO/USDC,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,JTO,USDC
JTOUSDT,JTOUSDT,JTOUSDT,JTO/USDT,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,JTO,USDT
JUPFDUSD,JUPFDUSD,JUPFDUSD,JUP/FDUSD,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,JUP,FDUSD
JUPTRY,JUPTRY,JUPTRY,JUP/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,JUP,TRY
JUPUSDC,JUPUSDC,JUPUSDC,JUP/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,JUP,USDC
JUPUSDT,JUPUSDT,JUPUSDT,JUP/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,JUP,USDT
JUVTRY,JUVTRY,JUVTRY,JUV/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,JUV,TRY
JUVUSDC,JUVUSDC,JUVUSDC,JUV/USDC,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,JUV,USDC
JUVUSDT,JUVUSDT,JUVUSDT,JUV/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,JUV,USDT
KAIAUSDC,KAIAUSDC,KAIAUSDC,KAIA/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,KAIA,USDC
KAIAUSDT,KAIAUSDT,KAIAUSDT,KAIA/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,KAIA,USDT
KAITOBTC,KAITOBTC,KAITOBTC,KAITO/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,KAITO,BTC
KAITOFDUSD,KAITOFDUSD,KAITOFDUSD,KAITO/FDUSD,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,KAITO,FDUSD
KAITOTRY,KAITOTRY,KAITOTRY,KAITO/TRY,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,KAITO,TRY
KAITOUSDC,KAITOUSDC,KAITOUSDC,KAITO/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,KAITO,USDC
KAITOUSDT,KAITOUSDT,KAITOUSDT,KAITO/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,KAITO,USDT
KAVABTC,KAVABTC,KAVABTC,KAVA/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,KAVA,BTC
KAVAUSDT,KAVAUSDT,KAVAUSDT,KAVA/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,KAVA,USDT
KDABTC,KDABTC,KDABTC,KDA/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,KDA,BTC
KDAUSDT,KDAUSDT,KDAUSDT,KDA/USDT,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,KDA,USDT
KERNELBNB,KERNELBNB,KERNELBNB,KERNEL/BNB,0.0,,0.0,1e-07,0.1,EQ,CRYPTO,BINANCE,KERNEL,BNB
KERNELFDUSD,KERNELFDUSD,KERNELFDUSD,KERNEL/FDUSD,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,KERNEL,FDUSD
KERNELTRY,KERNELTRY,KERNELTRY,KERNEL/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,KERNEL,TRY
KERNELUSDC,KERNELUSDC,KERNELUSDC,KERNEL/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,KERNEL,USDC
KERNELUSDT,KERNELUSDT,KERNELUSDT,KERNEL/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,KERNEL,USDT
KMNOUSDC,KMNOUSDC,KMNOUSDC,KMNO/USDC,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,KMNO,USDC
KMNOUSDT,KMNOUSDT,KMNOUSDT,KMNO/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,KMNO,USDT
KNCBTC,KNCBTC,KNCBTC,KNC/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,KNC,BTC
KNCUSDT,KNCUSDT,KNCUSDT,KNC/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,KNC,USDT
KSMBTC,KSMBTC,KSMBTC,KSM/BTC,0.0,,0.0,1e-07,0.001,EQ,CRYPTO,BINANCE,KSM,BTC
KSMTRY,KSMTRY,KSMTRY,KSM/TRY,0.0,,0.0,1.0,0.001,EQ,CRYPTO,BINANCE,KSM,TRY
KSMUSDT,KSMUSDT,KSMUSDT,KSM/USDT,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,KSM,USDT
LABNB,LABNB,LABNB,LA/BNB,0.0,,0.0,1e-07,0.1,EQ,CRYPTO,BINANCE,LA,BNB
LAFDUSD,LAFDUSD,LAFDUSD,LA/FDUSD,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,LA,FDUSD
LATRY,LATRY,LATRY,LA/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,LA,TRY
LAUSDC,LAUSDC,LAUSDC,LA/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,LA,USDC
LAUSDT,LAUSDT,LAUSDT,LA/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,LA,USDT
LAYERBNB,LAYERBNB,LAYERBNB,LAYER/BNB,0.0,,0.0,1e-07,0.01,EQ,CRYPTO,BINANCE,LAYER,BNB
LAYERBTC,LAYERBTC,LAYERBTC,LAYER/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,LAYER,BTC
LAYERFDUSD,LAYERFDUSD,LAYERFDUSD,LAYER/FDUSD,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,LAYER,FDUSD
LAYERTRY,LAYERTRY,LAYERTRY,LAYER/TRY,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,LAYER,TRY
LAYERUSDC,LAYERUSDC,LAYERUSDC,LAYER/USDC,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,LAYER,USDC
LAYERUSDT,LAYERUSDT,LAYERUSDT,LAYER/USDT,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,LAYER,USDT
LAZIOTRY,LAZIOTRY,LAZIOTRY,LAZIO/TRY,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,LAZIO,TRY
LAZIOUSDT,LAZIOUSDT,LAZIOUSDT,LAZIO/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,LAZIO,USDT
LDOBTC,LDOBTC,LDOBTC,LDO/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,LDO,BTC
LDOFDUSD,LDOFDUSD,LDOFDUSD,LDO/FDUSD,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,LDO,FDUSD
LDOTRY,LDOTRY,LDOTRY,LDO/TRY,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,LDO,TRY
LDOUSDC,LDOUSDC,LDOUSDC,LDO/USDC,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,LDO,USDC
LDOUSDT,LDOUSDT,LDOUSDT,LDO/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,LDO,USDT
LINKBNB,LINKBNB,LINKBNB,LINK/BNB,0.0,,0.0,1e-05,0.001,EQ,CRYPTO,BINANCE,LINK,BNB
LINKBRL,LINKBRL,LINKBRL,LINK/BRL,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,LINK,BRL
LINKBTC,LINKBTC,LINKBTC,LINK/BTC,0.0,,0.0,1e-07,0.01,EQ,CRYPTO,BINANCE,LINK,BTC
LINKETH,LINKETH,LINKETH,LINK/ETH,0.0,,0.0,1e-06,0.01,EQ,CRYPTO,BINANCE,LINK,ETH
LINKEUR,LINKEUR,LINKEUR,LINK/EUR,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,LINK,EUR
LINKFDUSD,LINKFDUSD,LINKFDUSD,LINK/FDUSD,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,LINK,FDUSD
LINKJPY,LINKJPY,LINKJPY,LINK/JPY,0.0,,0.0,1.0,0.01,EQ,CRYPTO,BINANCE,LINK,JPY
LINKTRY,LINKTRY,LINKTRY,LINK/TRY,0.0,,0.0,0.1,0.01,EQ,CRYPTO,BINANCE,LINK,TRY
LINKUSDC,LINKUSDC,LINKUSDC,LINK/USDC,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,LINK,USDC
LINKUSDT,LINKUSDT,LINKUSDT,LINK/USDT,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,LINK,USDT
LISTABNB,LISTABNB,LISTABNB,LISTA/BNB,0.0,,0.0,1e-07,0.1,EQ,CRYPTO,BINANCE,LISTA,BNB
LISTAFDUSD,LISTAFDUSD,LISTAFDUSD,LISTA/FDUSD,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,LISTA,FDUSD
LISTATRY,LISTATRY,LISTATRY,LISTA/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,LISTA,TRY
LISTAUSDT,LISTAUSDT,LISTAUSDT,LISTA/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,LISTA,USDT
LOKABTC,LOKABTC,LOKABTC,LOKA/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,LOKA,BTC
LOKAUSDT,LOKAUSDT,LOKAUSDT,LOKA/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,LOKA,USDT
LPTBNB,LPTBNB,LPTBNB,LPT/BNB,0.0,,0.0,1e-05,0.01,EQ,CRYPTO,BINANCE,LPT,BNB
LPTBTC,LPTBTC,LPTBTC,LPT/BTC,0.0,,0.0,1e-07,0.01,EQ,CRYPTO,BINANCE,LPT,BTC
LPTJPY,LPTJPY,LPTJPY,LPT/JPY,0.0,,0.0,0.1,0.01,EQ,CRYPTO,BINANCE,LPT,JPY
